Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.95,Capital Region,2020-10-18T10:06:34.772Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.89,Southern Denmark,2020-10-17T23:45:03.703Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.97,Southern Denmark,2020-10-17T22:47:45.091Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.97,Southern Denmark,2020-10-17T12:58:34.400Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.97,Southern Denmark,2020-10-17T10:48:40.709Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.52,Capital Region,2020-10-17T03:26:27.265Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.80,Central Denmark,2020-10-15T20:53:03.610Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.52,Capital Region,2020-10-15T20:51:54.566Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.80,Central Denmark,2020-10-15T18:13:47.157Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.126,Southern Denmark,2020-10-14T20:33:48.846Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.116,Southern Denmark,2020-10-13T21:13:10.509Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.52,Capital Region,2020-10-13T20:47:29.864Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.87,Southern Denmark,2020-10-12T21:17:24.299Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.124,Southern Denmark,2020-10-12T08:25:26.118Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.105,Central Denmark,2020-10-11T19:10:49.139Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.131.115,Southern Denmark,2020-10-10T22:12:51.082Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.125,Southern Denmark,2020-10-10T15:49:22.716Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,SE,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,83.251.16.113,Stockholm,2020-10-09T23:26:28.020Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.134.102,Southern Denmark,2020-10-09T22:19:10.555Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.125,Southern Denmark,2020-10-09T21:46:19.476Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.134.101,Zealand,2020-10-08T21:38:54.460Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.103,Central Denmark,2020-10-08T07:46:57.751Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.88,Southern Denmark,2020-10-08T07:34:14.611Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.94,Southern Denmark,2020-10-07T22:29:48.340Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.110,Central Denmark,2020-10-07T20:14:12.044Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.143.63,Capital Region,2020-10-07T19:19:35.422Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.94,Southern Denmark,2020-10-07T18:43:12.590Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.110,Central Denmark,2020-10-07T07:53:13.391Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.81,Southern Denmark,2020-10-06T22:01:16.634Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.81,Southern Denmark,2020-10-06T17:13:04.204Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,SE,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,83.251.16.113,Stockholm,2020-10-06T16:54:30.107Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.110,Central Denmark,2020-10-05T22:55:00.445Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.110,Central Denmark,2020-10-04T10:31:46.997Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.66,Southern Denmark,2020-10-03T22:53:06.395Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.110,Central Denmark,2020-10-03T21:53:48.909Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.66,Southern Denmark,2020-10-03T11:34:57.657Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.66,Southern Denmark,2020-10-02T23:39:46.258Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.87,Southern Denmark,2020-10-01T21:13:51.550Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.90,Southern Denmark,2020-09-30T21:34:34.470Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.110,Central Denmark,2020-09-29T21:49:29.090Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,192.38.139.187,Capital Region,2020-09-29T21:27:13.591Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.110,Central Denmark,2020-09-29T19:33:09.178Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.65,Central Denmark,2020-09-29T15:24:49.880Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.110,Central Denmark,2020-09-28T21:46:31.728Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,192.38.139.151,Capital Region,2020-09-28T21:33:10.876Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.115,Southern Denmark,2020-09-28T17:27:23.265Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,37.49.138.2,Capital Region,2020-09-28T07:27:05.863Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.110,Central Denmark,2020-09-27T21:58:12.140Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,192.38.136.57,Capital Region,2020-09-27T21:28:59.749Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.87,Southern Denmark,2020-09-27T16:57:06.120Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.110,Central Denmark,2020-09-27T08:13:46.793Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.110,Central Denmark,2020-09-26T22:27:26.082Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,192.38.139.175,Capital Region,2020-09-26T21:52:10.161Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.87,Southern Denmark,2020-09-26T20:39:24.470Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.75,Central Denmark,2020-09-26T10:43:07.807Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.110,Central Denmark,2020-09-25T23:09:21.568Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,192.38.143.23,Capital Region,2020-09-25T22:42:48.713Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,37.49.138.2,Capital Region,2020-09-25T07:26:55.703Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.110,Central Denmark,2020-09-24T21:34:15.748Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,192.38.143.203,Capital Region,2020-09-22T21:25:12.528Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,37.49.138.2,Capital Region,2020-09-22T07:18:27.035Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.110,Central Denmark,2020-09-21T21:53:12.819Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,37.49.138.2,Capital Region,2020-09-21T07:24:29.188Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,192.38.139.187,Capital Region,2020-09-20T17:14:02.733Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.110,Central Denmark,2020-09-20T13:43:51.301Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.110,Central Denmark,2020-09-19T22:35:42.901Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.75,Central Denmark,2020-09-19T14:32:48.694Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.120,Southern Denmark,2020-09-18T22:40:21.009Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,192.38.137.161,Capital Region,2020-09-18T22:17:42.241Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.110,Central Denmark,2020-09-18T07:11:35.797Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.137.161,Capital Region,2020-09-18T06:30:55.459Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.110,Central Denmark,2020-09-17T20:44:59.069Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.83,Capital Region,2020-09-17T20:08:33.302Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,37.49.138.2,Capital Region,2020-09-17T07:19:21.511Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.75,Central Denmark,2020-09-16T22:09:34.496Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.110,Central Denmark,2020-09-16T21:39:02.340Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.75,Central Denmark,2020-09-16T20:31:48.446Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,192.38.137.65,Capital Region,2020-09-15T20:54:25.791Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,192.38.143.23,Capital Region,2020-09-14T20:46:21.162Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.110,Central Denmark,2020-09-13T20:14:37.821Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,192.38.137.117,Capital Region,2020-09-13T18:58:00.797Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.116,Southern Denmark,2020-09-13T16:56:05.363Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.110,Central Denmark,2020-09-13T15:19:11.461Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.116,Southern Denmark,2020-09-13T12:51:45.131Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,192.38.137.117,Capital Region,2020-09-13T09:34:37.967Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.116,Southern Denmark,2020-09-11T18:13:21.473Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,192.38.137.249,Capital Region,2020-09-09T20:54:01.186Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,192.38.137.249,Capital Region,2020-09-08T21:57:32.916Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,192.38.140.101,Capital Region,2020-09-08T20:51:25.658Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.94,Southern Denmark,2020-09-07T20:21:01.112Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.104,Central Denmark,2020-09-06T18:55:51.963Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.104,Central Denmark,2020-09-05T22:09:47.052Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,192.38.141.37,Capital Region,2020-09-05T08:19:11.976Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,192.38.138.163,Capital Region,2020-09-04T19:24:24.427Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,212.237.134.110,Central Denmark,2020-09-04T19:22:13.252Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,212.237.134.110,Central Denmark,2020-09-03T21:06:53.541Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.137.41,Capital Region,2020-09-03T20:31:26.219Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,192.38.137.41,Capital Region,2020-09-03T20:30:04.092Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,212.237.134.110,Central Denmark,2020-09-02T19:52:03.358Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.141.245,Capital Region,2020-09-01T11:57:21.409Z
NFANDROID1-PRV-P-L3-SAMSUSM-G930F-4445-09008C23FD9AF1F8D0C098F8E6BBACA6ACF98D20092592C7EF41895FC58F86D33,NL,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,83.86.85.88,South Holland,2020-08-29T17:27:11.230Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,212.237.134.110,Central Denmark,2020-08-26T11:50:18.858Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.141.245,Capital Region,2020-08-26T10:50:45.669Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,192.38.138.95,Capital Region,2020-08-23T21:39:40.461Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.118,Central Denmark,2020-08-23T07:52:51.891Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,192.38.141.9,Capital Region,2020-08-21T20:26:31.485Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,192.38.141.9,Capital Region,2020-08-21T14:11:29.719Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.143.83,Capital Region,2020-08-20T19:07:52.855Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,192.38.143.83,Capital Region,2020-08-20T14:19:27.171Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,192.38.141.217,Capital Region,2020-08-19T20:13:05.928Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,212.237.134.110,Central Denmark,2020-08-19T17:55:04.344Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,212.237.134.110,Central Denmark,2020-08-06T16:12:21.317Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,192.38.143.107,Capital Region,2020-08-06T15:37:34.734Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.139.151,Capital Region,2020-08-05T21:16:00.511Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,192.38.143.107,Capital Region,2020-08-05T21:01:12.202Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,212.237.134.110,Central Denmark,2020-08-05T17:37:44.920Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.139.187,Capital Region,2020-08-01T20:08:50.452Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.143.231,Capital Region,2020-07-29T21:09:35.986Z
